PLOTID,country,m,r
a-13-73750028568744_65-13360819056903,ISL,nature stable,nature stable
a-14-39197775953076_65-29129299312773,ISL,buffer crop/built stable,buffer crop/built stable
a-18-99612581000798_63-41779237564956,ISL,buffer crop/built stable,buffer nature stable
a-21-00664128898508_63-92255877028951,ISL,buffer crop/built stable,cropland loss
a-20-3337233963583_63-72739273213654,ISL,buffer crop/built stable,nature loss
a-20-50678325085245_64-11474046566136,ISL,buffer crop/built stable,buffer crop/built stable
a-22-60460461395545_63-97067792830102,ISL,crop/built stable,crop/built stable
a-22-70030194614357_64-03307185469298,ISL,crop/built stable,crop/built stable
a-22-58348958551399_64-00758035846059,ISL,crop/built stable,crop/built stable
a-22-50857061939858_63-96977656588874,ISL,crop/built stable,crop/built stable
a-22-58329468936889_64-00520331548039,ISL,crop/built stable,crop/built stable
a-16-42246956949929_63-96521851980605,ISL,crop/built stable,crop/built stable
a-21-77085846083738_65-44187293009588,ISL,crop/built stable,crop/built stable
a-20-85238758202303_65-27024864150572,ISL,crop/built stable,crop/built stable
a-19-96022827114148_65-97747901996877,ISL,crop/built stable,nature stable
a-20-60568792349655_65-39209839896144,ISL,crop/built stable,nature stable
a-22-05085148098479_64-61790287861139,ISL,crop/built stable,nature stable
a-21-90611087909851_64-13965553255258,ISL,crop/built stable,nature stable
a-21-85644746324642_64-14542265797144,ISL,crop/built stable,nature stable
a-21-85406083272297_64-12988068927719,ISL,crop/built stable,crop/built stable
a-21-67969292587415_64-42875471222025,ISL,crop/built stable,nature stable
a-21-86674447109643_64-15302565511276,ISL,crop/built stable,crop/built stable
a-22-06555362975366_64-32255034833341,ISL,crop/built stable,crop/built stable
a-21-81661004403307_64-12305196392705,ISL,crop/built stable,crop/built stable
a-21-91679294226664_64-13492254996633,ISL,crop/built stable,crop/built stable
a-21-91720157791292_64-1107342332819,ISL,crop/built stable,crop/built stable
a-21-94528317692067_64-07619713262027,ISL,crop/built stable,crop/built stable
a-21-86467127251753_64-09013772011764,ISL,crop/built stable,crop/built stable
a-21-95618949045111_64-07713169991456,ISL,crop/built stable,nature stable
a-17-46205965538421_65-52216386074234,ISL,crop/built stable,nature stable
a-18-55209633133936_65-94924608782568,ISL,crop/built stable,nature stable
a-14-84149494196016_65-9524277805642,ISL,crop/built stable,crop/built stable
a-16-83832101294831_65-64017404794897,ISL,crop/built stable,crop/built stable
a-18-48777565086417_63-51175252775383,ISL,crop/built stable,nature stable
a-20-30394598583723_63-85334555656368,ISL,crop/built stable,crop/built stable
a-20-15951538920371_63-83401298269365,ISL,crop/built stable,crop/built stable
a-21-17721355904861_63-99165891517502,ISL,crop/built stable,crop/built stable
a-21-37155384847293_63-88707937757886,ISL,crop/built stable,nature stable
a-20-30015087886824_64-22537914957711,ISL,crop/built stable,crop/built stable
a-21-03002626470353_64-18841241934432,ISL,crop/built stable,crop/built stable
a-20-64551980831776_63-75160643215925,ISL,crop/built stable,crop/built stable
a-21-19492317231959_63-99358528832079,ISL,crop/built stable,crop/built stable
a-22-42145194867766_63-87840102120197,ISL,crop/built stable,crop/built stable
a-14-21556114727194_65-0344088451882,ISL,crop/built stable,crop/built stable
a-22-02302625205634_64-40881765871181,ISL,cropland loss,cropland loss
a-22-02275543602011_64-40897688189358,ISL,cropland loss,nature stable
a-22-02305292464708_64-40921415156832,ISL,cropland loss,crop/built stable
a-22-02266960798192_64-4090960383678,ISL,cropland loss,cropland loss
a-22-0227421021396_64-40877863541532,ISL,cropland loss,cropland loss
a-22-02276877049736_64-40917512838641,ISL,cropland loss,cropland loss
a-22-02265627440909_64-4088977918607,ISL,cropland loss,crop/built stable
a-22-02313875128918_64-40909499489736,ISL,cropland loss,nature loss
a-22-0229270903572_64-40873856886235,ISL,cropland loss,crop/built stable
a-22-02286793364512_64-4092542183344,ISL,cropland loss,nature loss
a-22-02315208878735_64-40929324131864,ISL,cropland loss,cropland loss
a-22-02296709742519_64-40933330821169,ISL,cropland loss,nature stable
a-22-02231295768915_64-40937441736635,ISL,cropland loss,crop/built stable
a-22-02312541438779_64-40889674849059,ISL,cropland loss,crop/built stable
a-22-02282792929035_64-40865947894225,ISL,cropland loss,crop/built stable
a-22-02295376113911_64-40913506174736,ISL,cropland loss,cropland loss
a-22-02285459826346_64-4090559718558,ISL,cropland loss,cropland loss
a-22-02258377936394_64-40921519481437,ISL,cropland loss,nature loss
a-22-02288126962351_64-40945246482747,ISL,cropland loss,crop/built stable
a-22-02249795016616_64-40933435123337,ISL,cropland loss,crop/built stable
a-22-02323791515736_64-40917408459126,ISL,cropland loss,crop/built stable
a-22-02241212038857_64-40945350762478,ISL,cropland loss,nature stable
a-22-02268294215148_64-40929428488938,ISL,cropland loss,crop/built stable
a-22-02239878773884_64-40925526103135,ISL,cropland loss,cropland loss
a-22-02278210557134_64-40937337489376,ISL,cropland loss,crop/built stable
a-20-62743150305746_63-75579980190155,ISL,cropland loss,crop/built stable
a-20-62696933554898_63-75539956143091,ISL,cropland loss,crop/built stable
a-20-39592642886105_63-85426199776659,ISL,cropland loss,nature stable
a-20-39656954769354_63-85422796064149,ISL,cropland loss,nature stable
a-20-39620224810399_63-85430411761364,ISL,cropland loss,nature stable
a-20-39601791040481_63-85414372176035,ISL,cropland loss,crop/built stable
a-20-39638589812525_63-85426603923352,ISL,cropland loss,nature stable
a-20-39611007896277_63-85422391971795,ISL,cropland loss,nature stable
a-20-39629372861152_63-85418584145737,ISL,cropland loss,crop/built stable
a-20-62798402592721_63-75608165442427,ISL,cropland loss,crop/built stable
a-20-62706176788713_63-75547960965025,ISL,cropland loss,crop/built stable
a-20-62724663430874_63-75563970590116,ISL,cropland loss,crop/built stable
a-20-39647737780731_63-85414776298487,ISL,cropland loss,crop/built stable
a-21-0584275580337_63-91228165877032,ISL,cropland loss,nature loss
a-22-5578467644139_63-96178557377914,ISL,nature loss,cropland loss
a-22-6737854621495_64-07505544269083,ISL,nature loss,nature loss
a-16-80197083542354_64-0454923430981,ISL,nature loss,nature stable
a-19-73330849912793_64-12599322028544,ISL,nature loss,nature stable
a-21-80540788488219_64-15347498968652,ISL,nature loss,nature loss
a-21-67714577743288_64-1844797196864,ISL,nature loss,nature loss
a-21-67160659054681_64-15659846561768,ISL,nature loss,crop/built stable
a-21-8737130145394_64-09088173185417,ISL,nature loss,nature loss
a-21-67331143832697_64-18590681111242,ISL,nature loss,nature loss
a-22-01653038177753_64-0396348059448,ISL,nature loss,cropland loss
a-21-57995001953039_64-30437422346105,ISL,nature loss,nature stable
a-17-34835417683054_66-06831355961116,ISL,nature loss,cropland loss
a-18-05383972323769_65-70512288122606,ISL,nature loss,nature loss
a-18-11988722891564_65-68857644789139,ISL,nature loss,nature loss
a-18-17031900014562_65-6743079706431,ISL,nature loss,nature loss
a-18-03071366712101_65-66474845645646,ISL,nature loss,nature loss
a-15-19684133950952_64-28659966266284,ISL,nature loss,cropland loss
a-19-32610370038881_65-43339455820187,ISL,nature loss,nature stable
a-18-04933932070488_63-78441580700754,ISL,nature loss,nature loss
a-21-03092323067864_63-92429819968323,ISL,nature loss,nature loss
a-21-00505049362669_63-89247870676253,ISL,nature loss,nature loss
a-21-02150229776316_63-92350110040761,ISL,nature loss,nature loss
a-21-96314053537952_64-02359346845807,ISL,nature loss,cropland loss
a-20-69174182032811_63-87332269822871,ISL,nature loss,nature stable
a-21-01376748549983_63-92374281878501,ISL,nature loss,nature loss
a-21-04133311557762_63-94473721331764,ISL,nature loss,nature loss
a-21-18499650616551_63-98950456720672,ISL,nature loss,nature loss
a-17-05469922354756_64-10666313196477,ISL,nature loss,nature stable
a-22-24312180597536_66-3023130943601,ISL,nature loss,nature stable
a-22-3820814924733_65-9697838238985,ISL,nature loss,nature stable
a-22-06857246525279_66-24199854205607,ISL,nature loss,nature stable
a-22-25549909517955_66-26664994776235,ISL,nature loss,nature stable
a-22-08879393095467_66-25070035577507,ISL,nature loss,nature stable
a-22-23468302538013_66-2985801470056,ISL,nature loss,nature stable
a-22-12982396878693_66-22792137714386,ISL,nature loss,nature stable
a-22-0949522145715_66-23618884986321,ISL,nature loss,nature stable
a-22-13958232752703_66-22288213327244,ISL,nature loss,nature stable
a-22-23448179444976_66-29659626591294,ISL,nature loss,nature stable
a-22-06564985867128_66-23228283937047,ISL,nature loss,nature stable
a-23-83471951025216_64-81757706418973,ISL,nature stable,nature stable
a-17-48674509634007_63-84560405733211,ISL,nature stable,nature stable
a-16-19351557222747_64-14768910139107,ISL,nature stable,nature stable
a-22-22975777429652_65-66042892023216,ISL,nature stable,nature stable
a-22-63994814178024_64-90447690357313,ISL,nature stable,nature stable
a-22-46453472484521_65-6028998915263,ISL,nature stable,nature stable
a-21-68871446961145_65-41032229171317,ISL,nature stable,nature stable
a-21-48547684086246_65-18383766533124,ISL,nature stable,nature stable
a-21-63832370569297_65-55032557365841,ISL,nature stable,nature stable
a-21-58333415007087_65-55601637136178,ISL,nature stable,nature stable
a-20-24159505643993_66-00091705278355,ISL,nature stable,nature stable
a-20-659888068691_65-5438113029027,ISL,nature stable,nature stable
a-21-93575266182557_65-62301428661603,ISL,nature stable,nature stable
a-21-1983565966346_65-24822394792676,ISL,nature stable,nature stable
a-21-77147650231006_65-82259764107017,ISL,nature stable,nature stable
a-21-34670846214692_65-52522218219163,ISL,nature stable,nature stable
a-20-0856837579687_65-73322422424545,ISL,nature stable,nature stable
a-19-23253521960903_63-85081551090978,ISL,nature stable,nature stable
a-19-56127704226256_63-89476102337225,ISL,nature stable,nature stable
a-18-82675217394423_64-48995677511279,ISL,nature stable,nature stable
a-18-29677784616446_64-53716202069035,ISL,nature stable,nature stable
a-19-12930340845154_64-09727331011284,ISL,nature stable,nature stable
a-19-25304944962555_64-28217892824121,ISL,nature stable,nature stable
a-18-66612057827732_63-75127517567893,ISL,nature stable,nature stable
a-18-53052089862364_63-85951653962427,ISL,nature stable,nature stable
a-19-4894086858477_63-89928286360169,ISL,nature stable,nature stable
a-18-99585276046394_63-73996091710413,ISL,nature stable,nature stable
a-19-93201994348608_64-00057898377048,ISL,nature stable,nature stable
a-19-36596343954601_64-16155952515777,ISL,nature stable,nature stable
a-22-39018288167832_64-91464755379039,ISL,nature stable,nature stable
a-21-83446030364611_64-77779280939167,ISL,nature stable,nature stable
a-21-88387520138139_64-48378252302209,ISL,nature stable,nature stable
a-21-62694807837839_64-65139932805039,ISL,nature stable,nature stable
a-21-18683679496678_64-27205345728198,ISL,nature stable,nature stable
a-22-15884495168631_64-59649605243034,ISL,nature stable,crop/built stable
a-20-7999154381342_64-60999975761297,ISL,nature stable,nature stable
a-22-07267682042543_64-86493471291551,ISL,nature stable,nature stable
a-21-6739198593552_64-58773399876304,ISL,nature stable,crop/built stable
a-21-29555259393726_64-1984657011712,ISL,nature stable,nature stable
a-21-87115853798755_64-04496727822111,ISL,nature stable,nature stable
a-21-70102284783853_64-29838397860316,ISL,nature stable,nature stable
a-16-28376939132879_66-40923950466568,ISL,nature stable,nature stable
a-16-58856255416336_66-07081877001559,ISL,nature stable,nature stable
a-17-10333435389762_65-44342652559018,ISL,nature stable,nature stable
a-16-82085303985815_65-26950137851239,ISL,nature stable,nature stable
a-17-02511809447082_65-20864891363783,ISL,nature stable,nature stable
a-17-91796510462377_64-90954711904554,ISL,nature stable,nature stable
a-18-93125416776716_65-34675664766459,ISL,nature stable,nature stable
a-17-83154892724046_65-48055038604186,ISL,nature stable,nature stable
a-17-5874321076514_65-12728730201708,ISL,nature stable,nature stable
a-17-80693352256636_65-44100974924339,ISL,nature stable,nature stable
a-19-05146824910193_65-29553226513602,ISL,nature stable,crop/built stable
a-17-00005751831261_65-38558075819509,ISL,nature stable,nature stable
a-18-34018181966998_65-06832271074317,ISL,nature stable,nature stable
a-17-50421957408331_65-69814671371381,ISL,nature stable,nature stable
a-17-71255167189694_65-93047126548852,ISL,nature stable,nature stable
a-17-89748176862122_66-1028898534384,ISL,nature stable,nature stable
a-18-85318110187567_65-8681082145407,ISL,nature stable,nature stable
a-18-85190155555421_65-6657436557143,ISL,nature stable,nature stable
a-18-97155567307312_65-65266477285039,ISL,nature stable,nature stable
a-19-15549694675025_66-02549872801596,ISL,nature stable,nature stable
a-18-73348542141619_65-69161372797876,ISL,nature stable,nature stable
a-14-89134417839375_65-84180834460948,ISL,nature stable,nature stable
a-15-09753703506898_66-2453961494453,ISL,nature stable,nature stable
a-20-84002222546845_65-04777924470095,ISL,nature stable,nature stable
a-19-04357192961917_65-09741900208327,ISL,nature stable,nature stable
a-19-84812644132971_65-06546275018961,ISL,nature stable,nature stable
a-20-22601402506167_64-7336940225645,ISL,nature stable,nature stable
a-19-50453624251634_65-3688951701169,ISL,nature stable,nature stable
a-19-12286576074187_64-71158587169126,ISL,nature stable,nature stable
a-19-11339315637761_65-02035439242073,ISL,nature stable,nature stable
a-20-58168026076052_64-99110591406061,ISL,nature stable,nature stable
a-19-47162463979032_65-3087099957496,ISL,nature stable,nature stable
a-20-04366125672611_64-56085682671403,ISL,nature stable,nature stable
a-19-12302365820695_65-06158514793405,ISL,nature stable,nature stable
a-18-74828166297055_64-89821283014909,ISL,nature stable,nature stable
a-19-90985354567619_64-75839060914848,ISL,nature stable,nature stable
a-14-19265288183685_65-39209911063068,ISL,nature stable,nature stable
a-13-97335781738578_65-25304494257023,ISL,nature stable,nature stable
a-13-97495440839232_65-48249117005766,ISL,nature stable,nature stable
a-15-23501284122538_65-66066968038393,ISL,nature stable,nature stable
a-16-4676514862543_65-70818711804127,ISL,nature stable,nature stable
a-16-4824467961993_65-91261061040704,ISL,nature stable,nature stable
a-16-12641753914942_65-53644210546928,ISL,nature stable,nature stable
a-15-03411978776655_65-72957036237202,ISL,nature stable,nature stable
